* Dictionary *
date:			session date (month/day/year/*, * is a decimal to seperate different sessions conducted on the same day)
alpha:		alpha
round:		round #
stage:		stage #
group:		identifies subjects that were grouped together
subject:		subject #, changes across rounds
proposal1:		share of ressources offered as particularistic good to subjects #1
proposal2:		share of ressources offered as particularistic good to subjects #2
proposal3:		share of ressources offered as particularistic good to subjects #3
proposal4:		share of ressources offered as particularistic good to subjects #4
proposal5:		share of ressources offered as particularistic good to subjects #5
proposalpublic:	share of ressources offered as public good
chosen:		proposal selected to take the floor
vote:			= 1 if the subject votes in favor of the selected offer (the proposal on the floor), = 0 o/w
id:			id #, constant through session

**************

date	alpha	round	stage	group	subject	proposal1	proposal2	proposal3	proposal4	proposal5	proposalpublic	chosen	vote	id
43008	.65	5	2	2	5	.15	.125	.125	.125	.25	.225	0	1	90
43008	.65	5	2	3	1	.375	.05	.075	0	0	.5	1	1	72
43008	.65	5	2	3	2	.1875	.625	.1875	0	0	0	0	1	82
43008	.65	5	2	3	3	.25	0	.25	.25	.25	0	0	1	86
43008	.65	5	2	3	4	0	0	.05	.125	.075	.75	0	0	85
43008	.65	5	2	3	5	0	0	.175	.2	.375	.25	0	0	76
43008	.65	6	1	1	1	.3	.2	.2	0	0	.3	0	1	75
43008	.65	6	1	1	2	0	.34	.32	.34	0	0	0	1	86
43008	.65	6	1	1	3	.2	.2	.5	0	0	.1	0	0	79
43008	.65	6	1	1	4	0	.04	0	.2	.04	.72	1	1	85
43008	.65	6	1	1	5	.1	.1	.1	.1	.3	.3	0	1	90
43008	.65	6	1	2	1	.36	.12	.12	0	0	.4	0	0	87
43008	.65	6	1	2	2	0	.2	0	0	0	.8	1	1	83
43008	.65	6	1	2	3	.2	0	.6	.2	0	0	0	1	78
43008	.65	6	1	2	4	0	.1	0	.9	0	0	0	0	71
43008	.65	6	1	2	5	0	0	.16	.16	.44	.24	0	1	76
43008	.65	6	1	3	1	.52	0	.24	.24	0	0	0	1	77
43008	.65	6	1	3	2	.2	.4	.2	0	0	.2	1	1	72
43008	.65	6	1	3	3	0	0	.5	.25	.25	0	0	1	82
43008	.65	6	1	3	4	0	0	0	.1	0	.9	0	0	74
43008	.65	6	1	3	5	0	0	.25	.25	.5	0	0	0	88
43008	.65	6	1	4	1	.08	.02	0	0	0	.9	0	0	81
43008	.65	6	1	4	2	.2	.2	.1	.1	.1	.3	0	0	73
43008	.65	6	1	4	3	.04	.04	.24	.04	.04	.6	1	1	89
43008	.65	6	1	4	4	0	0	0	0	0	1	0	0	80
43008	.65	6	1	4	5	0	0	0	0	.02	.98	0	0	84
43008	.65	6	2	4	1	.025	.075	.025	0	0	.875	0	1	81
43008	.65	6	2	4	2	.25	.25	.125	0	0	.375	0	1	73
43008	.65	6	2	4	3	.05	.05	.3	.05	.05	.5	0	1	89
43008	.65	6	2	4	4	.3	.325	0	.375	0	0	0	1	80
43008	.65	6	2	4	5	0	0	0	0	.025	.975	1	1	84
43008	.65	7	1	1	1	0	0	0	0	0	1	0	1	73
43008	.65	7	1	1	2	.24	.52	0	0	.24	0	0	1	77
43008	.65	7	1	1	3	.02	.02	.06	0	0	.9	1	1	81
43008	.65	7	1	1	4	0	0	.16	.44	.16	.24	0	1	76
43008	.65	7	1	1	5	0	0	.06	.06	.28	.6	0	1	85
43008	.65	7	1	2	1	.3	.2	.2	0	0	.3	0	1	75
43008	.65	7	1	2	2	.25	.5	.25	0	0	0	1	1	88
43008	.65	7	1	2	3	.2	.2	.5	0	0	.1	0	1	79
43008	.65	7	1	2	4	0	0	0	.18	0	.82	0	0	83
43008	.65	7	1	2	5	.2	.18	0	0	.6	.02	0	0	72
43008	.65	7	1	3	1	.46	.14	.2	.1	.1	0	0	1	71
43008	.65	7	1	3	2	.2	.5	.2	0	0	.1	0	1	82
43008	.65	7	1	3	3	0	0	0	0	0	1	0	1	80
43008	.65	7	1	3	4	.1	.1	.1	.2	.1	.4	1	1	90
43008	.65	7	1	3	5	0	0	0	0	.34	.66	0	1	78
43008	.65	7	1	4	1	.2	0	0	0	0	.8	0	0	89
43008	.65	7	1	4	2	0	.1	0	0	0	.9	0	0	74
43008	.65	7	1	4	3	.04	.04	.2	0	0	.72	0	1	86
43008	.65	7	1	4	4	0	0	0	.02	0	.98	0	1	84
43008	.65	7	1	4	5	0	0	.12	.12	.26	.5	1	1	87
43008	.65	8	1	1	1	.2	.3	.1	.2	.2	0	0	1	71
43008	.65	8	1	1	2	.2	.6	.2	0	0	0	0	0	72
43008	.65	8	1	1	3	0	0	.18	0	0	.82	1	1	83
43008	.65	8	1	1	4	.24	.24	0	.52	0	0	0	1	77
43008	.65	8	1	1	5	.04	.04	.04	.08	.4	.4	0	1	75
43008	.65	8	1	2	1	.4	.18	.18	0	0	.24	0	0	87
43008	.65	8	1	2	2	.25	.5	.25	0	0	0	0	1	88
43008	.65	8	1	2	3	0	.08	.1	.02	0	.8	1	1	81
43008	.65	8	1	2	4	.2	.2	.1	.4	.1	0	0	1	90
43008	.65	8	1	2	5	.04	0	0	.04	.2	.72	0	0	86
43008	.65	8	1	3	1	.44	.16	.16	0	0	.24	0	1	76
43008	.65	8	1	3	2	0	.2	0	0	0	.8	1	1	89
43008	.65	8	1	3	3	0	0	0	0	0	1	0	0	73
43008	.65	8	1	3	4	0	0	0	.1	0	.9	0	1	74
43008	.65	8	1	3	5	.32	0	.32	0	.32	.04	0	0	84
43008	.65	8	1	4	1	.32	.14	.14	0	0	.4	0	1	85
43008	.65	8	1	4	2	0	0	0	0	0	1	0	1	80
43008	.65	8	1	4	3	0	0	.6	.2	.2	0	0	1	78
43008	.65	8	1	4	4	.2	.2	0	.5	0	.1	0	1	79
43008	.65	8	1	4	5	.1	.1	.1	.1	.2	.4	1	1	82
43008	.65	9	1	1	1	.2	.1	.1	0	0	.6	1	1	89
43008	.65	9	1	1	2	0	.1	.08	.02	0	.8	0	1	81
43008	.65	9	1	1	3	0	.08	.16	.06	0	.7	0	1	80
43008	.65	9	1	1	4	0	0	0	0	0	1	0	1	73
43008	.65	9	1	1	5	0	0	.04	.04	.2	.72	0	0	86
43008	.65	9	1	2	1	.32	.14	0	.14	0	.4	1	1	85
43008	.65	9	1	2	2	.08	.4	.04	.04	.04	.4	0	1	75
43008	.65	9	1	2	3	0	0	.1	0	0	.9	0	0	74
43008	.65	9	1	2	4	.1	.1	.1	.1	.1	.5	0	1	90
43008	.65	9	1	2	5	.2	.2	0	0	.5	.1	0	0	79
43008	.65	9	1	3	1	.4	0	0	0	0	.6	0	0	78
43008	.65	9	1	3	2	.1	.4	.1	.1	.1	.2	1	1	82
43008	.65	9	1	3	3	.24	.18	.36	.22	0	0	0	1	71
43008	.65	9	1	3	4	0	.25	.25	.5	0	0	0	0	88
43008	.65	9	1	3	5	0	0	0	0	.18	.82	0	0	83
43008	.65	9	1	4	1	.52	0	.24	0	.24	0	0	0	77
43008	.65	9	1	4	2	0	.46	.22	.22	0	.1	0	0	87
43008	.65	9	1	4	3	.2	.2	.6	0	0	0	1	1	72
43008	.65	9	1	4	4	0	0	0	.1	0	.9	0	0	84
43008	.65	9	1	4	5	0	0	.16	.16	.44	.24	0	0	76
43008	.65	9	2	3	1	.275	0	0	0	0	.725	1	1	78
43008	.65	9	2	3	2	.25	.25	.25	.125	.125	0	0	1	82
43008	.65	9	2	3	3	.3	.15	.2	.175	.175	0	0	1	71
43008	.65	9	2	3	4	0	0	0	0	0	1	0	1	88
43008	.65	9	2	3	5	0	0	0	0	.125	.875	0	1	83
43008	.65	9	2	4	1	.125	0	0	0	0	.875	0	1	77
43008	.65	9	2	4	2	0	.25	.125	.125	0	.5	0	0	87
43008	.65	9	2	4	3	.125	.125	.5	0	0	.25	0	0	72
43008	.65	9	2	4	4	0	0	0	.075	0	.925	1	1	84
43008	.65	9	2	4	5	0	0	.2	.2	.35	.25	0	1	76
43008	.65	10	1	1	1	.3	.1	.1	.1	.1	.3	0	1	82
43008	.65	10	1	1	2	.2	.3	.1	0	0	.4	1	1	75
43008	.65	10	1	1	3	0	.3	.4	.3	0	0	0	0	87
43008	.65	10	1	1	4	.1	.1	.1	.1	0	.6	0	0	73
43008	.65	10	1	1	5	0	0	.02	.02	.06	.9	0	0	84
43008	.65	10	1	2	1	.5	.25	.25	0	0	0	0	0	88
43008	.65	10	1	2	2	0	.2	.04	0	.04	.72	0	1	86
43008	.65	10	1	2	3	0	0	.18	0	0	.82	0	0	83
43008	.65	10	1	2	4	0	0	.16	.44	.16	.24	0	1	76
43008	.65	10	1	2	5	0	.16	0	.16	.34	.34	1	1	85
43008	.65	10	1	3	1	.24	.08	.08	0	0	.6	0	1	89
43008	.65	10	1	3	2	0	.4	0	0	0	.6	0	1	78
43008	.65	10	1	3	3	.1	.06	.3	.04	.1	.4	0	0	90
43008	.65	10	1	3	4	0	0	.1	0	0	.9	0	0	74
43008	.65	10	1	3	5	0	0	0	0	.2	.8	1	1	80
43008	.65	10	1	4	1	.16	.02	.02	0	0	.8	1	1	81
43008	.65	10	1	4	2	.3	.4	.3	0	0	0	0	1	72
43008	.65	10	1	4	3	.25	0	.5	0	.25	0	0	1	77
43008	.65	10	1	4	4	.22	.22	0	.5	0	.06	0	1	79
43008	.65	10	1	4	5	.2	.2	.2	.18	.22	0	0	1	71
43008	.65	10	2	1	1	.125	0	0	0	0	.875	0	1	82
43008	.65	10	2	1	2	.125	.125	.125	0	0	.625	0	1	75
43008	.65	10	2	1	3	0	0	.35	.325	.325	0	0	1	87
43008	.65	10	2	1	4	0	0	0	0	0	1	1	1	73
43008	.65	10	2	1	5	0	0	0	0	.075	.925	0	1	84
43008	.65	11	1	1	1	.5	.25	.25	0	0	0	0	1	88
43008	.65	11	1	1	2	.06	.28	.06	0	0	.6	0	1	89
43008	.65	11	1	1	3	0	0	.16	0	0	.84	0	1	85
43008	.65	11	1	1	4	0	0	0	.06	0	.94	1	1	84
43008	.65	11	1	1	5	0	0	.05	.05	.1	.8	0	1	80
43008	.65	11	1	2	1	.44	.16	.16	0	0	.24	0	1	76
43008	.65	11	1	2	2	.08	.32	.4	.06	.14	0	0	1	71
43008	.65	11	1	2	3	0	0	.1	0	0	.9	0	1	74
43008	.65	11	1	2	4	0	0	0	0	0	1	0	1	82
43008	.65	11	1	2	5	.06	.06	.08	.08	.08	.64	1	1	73
43008	.65	11	1	3	1	.16	0	.02	0	.02	.8	0	0	81
43008	.65	11	1	3	2	.2	.5	.2	0	0	.1	0	0	72
43008	.65	11	1	3	3	0	0	.36	.22	.22	.2	0	1	87
43008	.65	11	1	3	4	0	0	0	.18	0	.82	0	1	83
43008	.65	11	1	3	5	0	0	.04	.04	.2	.72	1	1	86
43008	.65	11	1	4	1	.4	.1	.2	.1	.2	0	1	1	90
43008	.65	11	1	4	2	0	.42	0	0	0	.58	0	0	78
43008	.65	11	1	4	3	.2	.2	.2	0	0	.4	0	0	75
43008	.65	11	1	4	4	.22	.22	0	.5	0	.06	0	0	79
43008	.65	11	1	4	5	.25	0	.25	0	.5	0	0	1	77
43008	.65	11	2	4	1	.25	.125	.125	.125	.125	.25	0	1	90
43008	.65	11	2	4	2	0	.375	0	0	0	.625	0	1	78
43008	.65	11	2	4	3	0	0	0	0	0	1	0	0	75
43008	.65	11	2	4	4	.2	.2	0	.4	0	.2	1	1	79
43008	.65	11	2	4	5	0	0	0	0	.125	.875	0	0	77
43008	.65	12	1	1	1	.28	.06	.06	0	0	.6	1	1	89
43008	.65	12	1	1	2	.25	.5	.25	0	0	0	0	1	88
43008	.65	12	1	1	3	.4	.2	.2	.1	.1	0	0	0	81
43008	.65	12	1	1	4	0	0	0	.1	0	.9	0	0	74
43008	.65	12	1	1	5	0	0	.08	.08	.28	.56	0	0	87
43008	.65	12	1	2	1	.7	.1	.1	0	0	.1	1	1	72
43008	.65	12	1	2	2	.25	.5	.25	0	0	0	0	0	77
43008	.65	12	1	2	3	0	.04	.2	.04	0	.72	0	0	86
43008	.65	12	1	2	4	.1	.2	.2	.2	.1	.2	0	0	90
43008	.65	12	1	2	5	0	0	0	0	0	1	0	0	82
43008	.65	12	1	3	1	.18	0	0	0	0	.82	1	1	83
43008	.65	12	1	3	2	0	.42	0	0	0	.58	0	1	78
43008	.65	12	1	3	3	0	0	.16	0	0	.84	0	1	85
43008	.65	12	1	3	4	.04	.08	.12	.16	.6	0	0	0	71
43008	.65	12	1	3	5	.22	.22	0	0	.5	.06	0	1	79
43008	.65	12	1	4	1	.44	.16	.16	0	0	.24	1	1	76
43008	.65	12	1	4	2	0	.1	0	0	0	.9	0	0	80
43008	.65	12	1	4	3	.06	.06	.06	.06	.06	.7	0	0	73
43008	.65	12	1	4	4	0	.32	.32	.32	0	.04	0	0	84
43008	.65	12	1	4	5	0	0	0	0	0	1	0	0	75
43008	.65	12	2	1	1	.25	.125	.125	0	0	.5	0	1	89
43008	.65	12	2	1	2	0	.125	0	0	0	.875	0	1	88
43008	.65	12	2	1	3	.125	.125	.375	.125	.25	0	0	1	81
43008	.65	12	2	1	4	0	0	0	.05	0	.95	0	1	74
43008	.65	12	2	1	5	0	0	.025	.025	.05	.9	1	1	87
43008	.65	12	2	2	1	.375	.25	.25	0	0	.125	0	0	72
43008	.65	12	2	2	2	0	.125	0	0	0	.875	1	1	77
43008	.65	12	2	2	3	0	.125	.25	.125	0	.5	0	1	86
43008	.65	12	2	2	4	.125	.125	.125	.25	.125	.25	0	1	90
43008	.65	12	2	2	5	0	0	0	0	0	1	0	1	82
43008	.65	12	2	4	1	.125	0	0	0	0	.875	0	1	76
43008	.65	12	2	4	2	0	0	0	0	0	1	1	1	80
43008	.65	12	2	4	3	0	0	0	0	0	1	0	1	73
43008	.65	12	2	4	4	0	0	0	.075	0	.925	0	1	84
43008	.65	12	2	4	5	0	0	0	0	0	1	0	1	75
50108	.55	1	1	1	1	.2	.2	.2	0	0	.4	0	1	99
50108	.55	1	1	1	2	.12	.28	.12	.08	.1	.3	0	1	107
50108	.55	1	1	1	3	.06	.08	.12	.02	.02	.7	1	1	96
50108	.55	1	1	1	4	0	0	0	.04	0	.96	0	1	94
50108	.55	1	1	1	5	.04	.24	.24	.24	.24	0	0	1	113
50108	.55	1	1	2	1	.2	.2	.2	0	0	.4	0	1	101
50108	.55	1	1	2	2	0	.2	0	0	0	.8	0	1	114
50108	.55	1	1	2	3	.1	.1	.1	.1	.1	.5	0	1	109
50108	.55	1	1	2	4	.1	.1	.1	.1	.2	.4	0	1	97
50108	.55	1	1	2	5	0	0	0	0	.24	.76	1	1	93
50108	.55	1	1	3	1	.2	0	0	0	0	.8	0	1	102
50108	.55	1	1	3	2	0	.2	0	0	0	.8	0	1	112
50108	.55	1	1	3	3	0	0	.2	0	0	.8	0	1	106
50108	.55	1	1	3	4	.3	.3	0	.4	0	0	0	1	104
50108	.55	1	1	3	5	0	0	0	0	0	1	1	1	95
50108	.55	1	1	4	1	.2	0	0	0	0	.8	0	1	92
50108	.55	1	1	4	2	.04	.04	.04	0	0	.88	0	0	115
50108	.55	1	1	4	3	.16	.16	.2	.16	.16	.16	1	1	91
50108	.55	1	1	4	4	0	0	.06	.08	.06	.8	0	0	100
50108	.55	1	1	4	5	0	0	0	0	0	1	0	1	110
50108	.55	1	1	5	1	0	0	0	0	0	1	0	0	105
50108	.55	1	1	5	2	.24	.52	.24	0	0	0	1	1	98
50108	.55	1	1	5	3	.04	.06	.14	.14	.02	.6	0	1	103
50108	.55	1	1	5	4	0	0	0	0	0	1	0	0	111
50108	.55	1	1	5	5	0	0	.2	.2	.2	.4	0	0	108
50108	.55	1	2	5	1	0	0	0	0	0	1	0	0	105
50108	.55	1	2	5	2	0	.5	.25	.25	0	0	0	0	98
50108	.55	1	2	5	3	.125	.125	.125	.125	0	.5	0	1	103
50108	.55	1	2	5	4	0	0	0	.975	0	.025	0	1	111
50108	.55	1	2	5	5	.25	0	.25	.25	.25	0	1	1	108
50108	.55	2	1	1	1	0	0	0	0	0	1	0	1	96
50108	.55	2	1	1	2	.06	.06	.06	0	0	.82	0	1	115
50108	.55	2	1	1	3	0	0	.04	0	0	.96	1	1	94
50108	.55	2	1	1	4	0	0	0	0	0	1	0	1	95
50108	.55	2	1	1	5	0	0	0	0	.2	.8	0	1	106
50108	.55	2	1	2	1	.2	0	0	0	0	.8	0	0	102
50108	.55	2	1	2	2	0	0	0	0	0	1	0	0	105
50108	.55	2	1	2	3	0	0	0	0	0	1	0	0	99
50108	.55	2	1	2	4	0	0	.3	.3	.3	.1	1	1	98
50108	.55	2	1	2	5	0	0	0	0	.1	.9	0	0	100
50108	.55	2	1	3	1	.3	0	0	0	0	.7	0	1	93
50108	.55	2	1	3	2	0	0	0	0	0	1	1	1	110
50108	.55	2	1	3	3	.08	.08	.2	.04	0	.6	0	1	107
50108	.55	2	1	3	4	.14	.14	.14	.14	.14	.3	0	1	91
50108	.55	2	1	3	5	.33	0	0	.33	.33	.01	0	1	104
50108	.55	2	1	4	1	.1	.04	.02	.02	.02	.8	0	1	109
50108	.55	2	1	4	2	.1	.2	.2	.08	.02	.4	0	1	103
50108	.55	2	1	4	3	.1	.1	.1	.1	.1	.5	1	1	108
50108	.55	2	1	4	4	.2	.2	.2	.2	.2	0	0	1	97
50108	.55	2	1	4	5	0	0	0	0	0	1	0	1	111
50108	.55	2	1	5	1	0	0	0	0	0	1	0	1	101
50108	.55	2	1	5	2	0	.3	0	0	0	.7	0	1	114
50108	.55	2	1	5	3	0	0	.14	0	0	.86	0	1	92
50108	.55	2	1	5	4	0	0	0	.2	0	.8	1	1	112
50108	.55	2	1	5	5	0	.02	.1	.08	.1	.7	0	1	113
50108	.55	2	2	2	1	.2	0	0	0	0	.8	0	1	102
50108	.55	2	2	2	2	0	0	0	0	0	1	0	1	105
50108	.55	2	2	2	3	0	0	0	0	0	1	1	1	99
50108	.55	2	2	2	4	0	0	0	0	0	1	0	1	98
50108	.55	2	2	2	5	0	0	0	0	.1	.9	0	1	100
50108	.55	3	1	1	1	.16	0	.02	0	.02	.8	0	0	115
50108	.55	3	1	1	2	.2	.2	.2	.2	0	.2	0	0	98
50108	.55	3	1	1	3	0	0	.3	0	0	.7	1	1	93
50108	.55	3	1	1	4	0	0	0	0	0	1	0	1	105
50108	.55	3	1	1	5	.1	0	.1	0	.6	.2	0	1	107
50108	.55	3	1	2	1	.08	0	0	0	0	.92	0	1	94
50108	.55	3	1	2	2	0	0	0	0	0	1	0	1	99
50108	.55	3	1	2	3	.02	.02	.16	0	0	.8	0	1	106
50108	.55	3	1	2	4	0	0	0	0	0	1	0	1	95
50108	.55	3	1	2	5	.02	.02	.02	.04	.1	.8	1	1	109
50108	.55	3	1	3	1	0	0	0	0	0	1	0	1	110
50108	.55	3	1	3	2	0	.1	0	0	0	.9	0	1	100
50108	.55	3	1	3	3	.2	.2	.2	.2	.2	0	0	1	97
50108	.55	3	1	3	4	.24	.24	.14	.24	.14	0	0	1	108
50108	.55	3	1	3	5	0	0	0	0	0	1	1	1	104
50108	.55	3	1	4	1	.08	0	0	0	0	.92	0	1	96
50108	.55	3	1	4	2	0	.5	0	0	0	.5	0	1	91
50108	.55	3	1	4	3	0	0	0	0	0	1	1	1	101
50108	.55	3	1	4	4	0	0	0	.3	0	.7	0	1	114
50108	.55	3	1	4	5	.02	.08	.02	.04	.08	.76	0	1	113
50108	.55	3	1	5	1	.18	.12	.02	.02	.06	.6	0	1	103
50108	.55	3	1	5	2	0	.2	0	0	0	.8	0	1	112
50108	.55	3	1	5	3	0	0	0	0	0	1	1	1	111
50108	.55	3	1	5	4	0	0	0	.14	0	.86	0	1	92
50108	.55	3	1	5	5	.2	0	0	0	0	.8	0	1	102
50108	.55	4	1	1	1	.06	0	0	0	0	.94	1	1	100
50108	.55	4	1	1	2	.02	.16	.02	0	0	.8	0	1	106
50108	.55	4	1	1	3	0	0	.08	0	0	.92	0	1	96
50108	.55	4	1	1	4	.32	.32	0	.32	0	.04	0	0	104
50108	.55	4	1	1	5	0	0	0	0	.2	.8	0	1	105
50108	.55	4	1	2	1	.1	.1	.1	.1	0	.6	0	1	108
50108	.55	4	1	2	2	0	.3	0	0	0	.7	0	1	114
50108	.55	4	1	2	3	.03	0	.14	0	.03	.8	1	1	115
50108	.55	4	1	2	4	0	.1	0	.1	.1	.7	0	0	103
50108	.55	4	1	2	5	0	0	0	0	.2	.8	0	1	101
50108	.55	4	1	3	1	.4	.2	.2	0	.2	0	0	1	98
50108	.55	4	1	3	2	0	.04	0	0	0	.96	0	0	92
50108	.55	4	1	3	3	.2	0	.56	0	0	.24	1	1	107
50108	.55	4	1	3	4	0	0	0	0	0	1	0	0	111
50108	.55	4	1	3	5	0	0	0	0	0	1	0	0	110
50108	.55	4	1	4	1	.04	0	0	0	0	.96	0	0	94
50108	.55	4	1	4	2	0	.2	0	0	0	.8	0	0	93
50108	.55	4	1	4	3	.2	.2	.2	.2	.2	0	1	1	97
50108	.55	4	1	4	4	0	0	0	.2	0	.8	0	0	112
50108	.55	4	1	4	5	0	0	0	0	.2	.8	0	0	102
50108	.55	4	1	5	1	.2	.04	.04	.04	.04	.64	0	1	95
50108	.55	4	1	5	2	.02	.02	.02	.02	.02	.9	0	1	109
50108	.55	4	1	5	3	0	0	0	0	0	1	0	1	99
50108	.55	4	1	5	4	0	0	0	0	0	1	1	1	113
50108	.55	4	1	5	5	.1	.1	.1	.1	.1	.5	0	1	91
50108	.55	4	2	3	1	.375	.375	.25	0	0	0	0	1	98
50108	.55	4	2	3	2	0	0	0	0	0	1	0	1	92
50108	.55	4	2	3	3	0	.1	.2	.15	0	.55	0	1	107
50108	.55	4	2	3	4	0	0	0	0	0	1	1	1	111
50108	.55	4	2	3	5	0	0	0	0	0	1	0	1	110
50108	.55	4	2	4	1	0	0	0	0	0	1	0	1	94
50108	.55	4	2	4	2	0	0	0	0	0	1	0	1	93
50108	.55	4	2	4	3	0	0	0	0	0	1	0	1	97
50108	.55	4	2	4	4	0	0	0	.2	0	.8	0	1	112
50108	.55	4	2	4	5	0	0	0	0	.2	.8	1	1	102
50108	.55	5	1	1	1	0	0	0	0	0	1	1	1	110
50108	.55	5	1	1	2	.1	0	0	0	0	.9	0	1	100
50108	.55	5	1	1	3	.045	.1	.12	.1	.035	.6	0	1	103
50108	.55	5	1	1	4	0	0	0	.04	0	.96	0	1	92
50108	.55	5	1	1	5	0	0	0	0	.2	.8	0	1	93
50108	.55	5	1	2	1	.1	0	0	0	0	.9	0	0	96
50108	.55	5	1	2	2	0	.04	0	0	0	.96	0	0	94
50108	.55	5	1	2	3	.3	.3	.3	0	0	.1	0	1	98
50108	.55	5	1	2	4	.2	.2	.2	.2	.2	0	1	1	91
50108	.55	5	1	2	5	0	0	0	0	.07	.93	0	0	105
50108	.55	5	1	3	1	.12	.04	0	.04	0	.8	0	1	115
50108	.55	5	1	3	2	0	.1	.1	0	0	.8	1	1	97
50108	.55	5	1	3	3	.02	.02	.12	.12	.12	.6	0	1	113
50108	.55	5	1	3	4	0	0	0	0	0	1	0	1	111
50108	.55	5	1	3	5	0	0	0	0	0	1	0	0	95
50108	.55	5	1	4	1	.3	0	0	0	0	.7	0	1	114
50108	.55	5	1	4	2	0	.12	.04	0	.04	.8	0	1	108
50108	.55	5	1	4	3	.3	.3	0	0	.4	0	0	1	104
50108	.55	5	1	4	4	0	0	0	0	0	1	1	1	109
50108	.55	5	1	4	5	0	0	0	0	.2	.8	0	1	102
50108	.55	5	1	5	1	.2	0	0	0	0	.8	0	1	101
50108	.55	5	1	5	2	.1	.32	.12	.1	0	.36	0	1	107
50108	.55	5	1	5	3	0	0	0	0	0	1	0	0	99
50108	.55	5	1	5	4	0	0	0	.2	0	.8	1	1	112
50108	.55	5	1	5	5	0	0	.02	.02	.16	.8	0	1	106
50108	.55	5	2	2	1	.175	.05	.025	0	0	.75	1	1	96
50108	.55	5	2	2	2	0	.175	0	0	0	.825	0	1	94
50108	.55	5	2	2	3	0	0	.5	.25	.25	0	0	1	98
50108	.55	5	2	2	4	.1	.1	.1	.1	.1	.5	0	1	91
50108	.55	5	2	2	5	0	0	0	0	0	1	0	0	105
50108	.55	6	1	1	1	.2	0	0	0	0	.8	0	1	93
50108	.55	6	1	1	2	0	.2	0	0	0	.8	0	1	99
50108	.55	6	1	1	3	.1	.1	.2	.1	0	.5	0	1	107
50108	.55	6	1	1	4	0	0	0	.14	0	.86	1	1	105
50108	.55	6	1	1	5	0	0	0	0	0	1	0	1	110
50108	.55	6	1	2	1	.12	.04	.04	0	0	.8	0	1	97
50108	.55	6	1	2	2	0	.02	0	0	0	.98	1	1	109
50108	.55	6	1	2	3	0	0	.12	.04	.04	.8	0	1	95
50108	.55	6	1	2	4	0	0	0	.2	0	.8	0	1	102
50108	.55	6	1	2	5	0	0	.04	.04	.12	.8	0	1	115
50108	.55	6	1	3	1	0	0	0	0	0	1	1	1	111
50108	.55	6	1	3	2	.02	.16	.02	0	0	.8	0	1	106
50108	.55	6	1	3	3	0	0	0	0	0	1	0	1	91
50108	.55	6	1	3	4	0	0	0	.04	0	.96	0	1	94
50108	.55	6	1	3	5	0	0	0	0	.14	.86	0	1	100
50108	.55	6	1	4	1	.12	0	0	0	0	.88	0	0	96
50108	.55	6	1	4	2	0	.16	0	0	0	.84	1	1	101
50108	.55	6	1	4	3	0	0	.04	0	0	.96	0	1	92
50108	.55	6	1	4	4	.315	.315	0	.37	0	0	0	0	104
50108	.55	6	1	4	5	0	.04	.04	.06	.06	.8	0	1	113
50108	.55	6	1	5	1	.18	.035	.14	0	.045	.6	0	0	103
50108	.55	6	1	5	2	.1	.2	0	0	.1	.6	0	1	98
50108	.55	6	1	5	3	0	0	.3	0	0	.7	1	1	114
50108	.55	6	1	5	4	0	0	0	.2	0	.8	0	0	112
50108	.55	6	1	5	5	.04	0	.04	0	.04	.88	0	0	108
50108	.55	6	2	5	1	.125	.125	.025	.125	.1	.5	0	1	103
50108	.55	6	2	5	2	0	.125	0	.125	.125	.625	0	1	98
50108	.55	6	2	5	3	0	0	.25	0	0	.75	0	1	114
50108	.55	6	2	5	4	0	0	0	0	0	1	0	1	112
50108	.55	6	2	5	5	0	0	0	0	0	1	1	1	108
50108	.55	7	1	1	1	.2	0	0	0	0	.8	0	1	93
50108	.55	7	1	1	2	.02	.02	.02	.02	.02	.9	0	1	109
50108	.55	7	1	1	3	.04	.04	.04	0	0	.88	0	1	108
50108	.55	7	1	1	4	0	0	0	.1	.04	.86	1	1	95
50108	.55	7	1	1	5	0	0	0	0	0	1	0	1	111
50108	.55	7	1	2	1	.04	0	0	0	0	.96	1	1	94
50108	.55	7	1	2	2	0	.12	.1	.035	.045	.7	0	1	103
50108	.55	7	1	2	3	0	0	0	0	0	1	0	1	105
50108	.55	7	1	2	4	0	0	0	.2	0	.8	0	1	112
50108	.55	7	1	2	5	0	.04	.04	.04	.08	.8	0	1	97
50108	.55	7	1	3	1	.16	0	0	0	0	.84	0	1	101
50108	.55	7	1	3	2	.0288	.1424	0	.0288	0	.8	0	0	115
50108	.55	7	1	3	3	0	0	.2	0	0	.8	0	1	102
50108	.55	7	1	3	4	.24	0	.24	.52	0	0	0	1	107
50108	.55	7	1	3	5	0	0	.02	.02	.16	.8	1	1	106
50108	.55	7	1	4	1	.4	.15	.15	.15	.15	0	0	1	91
50108	.55	7	1	4	2	0	.16	0	0	0	.84	0	1	100
50108	.55	7	1	4	3	.01	.01	.18	0	0	.8	0	0	96
50108	.55	7	1	4	4	0	.02	0	.06	.02	.9	1	1	113
50108	.55	7	1	4	5	0	.2	0	.2	.2	.4	0	1	98
50108	.55	7	1	5	1	.28	0	0	0	0	.72	0	0	114
50108	.55	7	1	5	2	0	.1	0	0	0	.9	0	0	110
50108	.55	7	1	5	3	0	0	.04	0	0	.96	0	0	92
